batch_id,grade,id,dimension,band,difficulty_rank,template_family,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation_step_1,explanation_step_2,explanation_step_3,final_answer,time_target_sec,solution_type,solution_data,explanation
ADAPT_G6-8_BANK_400,6,G6_Q57,PAR,A2,3,alt_rule,"Find the next number: 5, 8, 6, 9, 7, ?",9,10,11,12,B,"Step 1: The pattern alternates +3, then ?2.",Step 2: Continue the +3 step after the last term.,,10,60,sequence,rule=+3_-2_alternating;sequence=5|8|6|9|7;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,6,G6_Q58,PAR,A2,4,alt_rule,"Find the next number: 6, 9, 7, 10, 8, ?",10,11,12,13,B,"Step 1: The pattern alternates +3, then ?2.",Step 2: Continue the +3 step after the last term.,,11,60,sequence,rule=+3_-2_alternating;sequence=6|9|7|10|8;result=11,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 11."
ADAPT_G6-8_BANK_400,6,G6_Q59,PAR,A2,4,analogy_factor,Complete: 4 is to 16 as 5 is to ?,16,20,24,21,B,Step 1: 4 becomes 16 by multiplying by 4.,Step 2: 5 × 4 = 20.,,20,60,analogy,rule=×4;input=5;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,6,G6_Q60,PAR,B1,5,seq_mixed,"Find the next number: 10, 12, 24, 26, ?",52,50,54,28,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 26 × 2 = 52.,,52,75,sequence,rule=+2_then_×2_repeat;sequence=10|12|24|26;result=52,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 52."
ADAPT_G6-8_BANK_400,6,G6_Q61,PAR,B1,5,seq_mixed,"Find the next number: 4, 6, 12, 14, ?",28,26,30,16,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 14 × 2 = 28.,,28,75,sequence,rule=+2_then_×2_repeat;sequence=4|6|12|14;result=28,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 28."
ADAPT_G6-8_BANK_400,6,G6_Q62,PAR,B1,6,seq_mixed,"Find the next number: 3, 5, 10, 12, ?",24,22,26,14,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 12 × 2 = 24.,,24,75,sequence,rule=+2_then_×2_repeat;sequence=3|5|10|12;result=24,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 24."
ADAPT_G6-8_BANK_400,6,G6_Q63,PAR,B1,5,seq_mixed,"Find the next number: 6, 8, 16, 18, ?",36,34,38,20,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 18 × 2 = 36.,,36,75,sequence,rule=+2_then_×2_repeat;sequence=6|8|16|18;result=36,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 36."
ADAPT_G6-8_BANK_400,6,G6_Q64,PAR,B1,5,seq_mixed,"Find the next number: 7, 9, 18, 20, ?",40,38,42,22,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 20 × 2 = 40.,,40,75,sequence,rule=+2_then_×2_repeat;sequence=7|9|18|20;result=40,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 40."
ADAPT_G6-8_BANK_400,6,G6_Q65,PAR,B1,5,two_rule,"Find the next number: 1, 4, 2, 5, 3, ?",4,6,8,9,B,Step 1: The pattern alternates +3 and ?2.,"Step 2: After 3, apply +3 to get 6.",,6,75,sequence,rule=+3_-2_alternating;sequence=1|4|2|5|3;result=6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6."
ADAPT_G6-8_BANK_400,6,G6_Q66,PAR,B2,7,seq_non_linear,"Find the next number: 1, 4, 9, 16, ?",20,24,25,26,C,"Step 1: These are squares: 1², 2², 3², 4².",Step 2: Next is 5² = 25.,,25,90,sequence,rule=squares;sequence=1|4|9|16;result=25,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 25."
ADAPT_G6-8_BANK_400,6,G6_Q67,PAR,B2,7,rule_machine,"A rule changes a number by: multiply by 2, then add 1. If the input is 4, what is the output?",8,9,10,12,B,Step 1: 4 × 2 = 8.,Step 2: 8 + 1 = 9.,,9,90,rule_inference,rule=×2_then_+1;input=4;result=9,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 9."
ADAPT_G6-8_BANK_400,6,G6_Q68,SR,A1,2,mirror_rule,A shape is mirrored left-to-right. Which change happens?,Left becomes right,Top becomes bottom,It gets bigger,It disappears,A,Step 1: A left-to-right mirror flips sides.,Step 2: Left becomes right.,,Left becomes right,45,spatial_rule,type=mirror;axis=vertical;result=LeftRightFlip,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Left becomes right."
ADAPT_G6-8_BANK_400,6,G6_Q69,SR,A1,1,rot_90_rule,A shape is rotated 90° clockwise. A top point moves to the...,Left,Right,Bottom,Top,B,Step 1: A 90° clockwise rotation moves the top to the right.,Step 2: So the top point goes to the right.,,Right,45,spatial_rule,type=rotation;degrees=90;direction=clockwise;result=Right,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Right."
ADAPT_G6-8_BANK_400,6,G6_Q74,SR,A2,3,symmetry_fact,Which shape always has at least one line of symmetry?,Scalene triangle,Circle,Irregular quadrilateral,Random scribble,B,Step 1: A circle is symmetric about many lines (diameters).,Step 2: So it has at least one line of symmetry.,,Circle,60,spatial_rule,type=symmetry;shape=circle;result=has_symmetry,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Circle."
ADAPT_G6-8_BANK_400,6,G6_Q75,SR,A2,4,rot_180,"If an arrow points up and you rotate it 180°, it will point...",Up,Down,Left,Right,B,Step 1: A 180° rotation turns the arrow around.,Step 2: Up becomes down.,,Down,60,spatial_rule,type=rotation;degrees=180;result=Down,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Down."
ADAPT_G6-8_BANK_400,6,G6_Q76,SR,A2,3,cube_faces,A cube has how many faces?,4,5,6,8,C,Step 1: A cube is made of square faces.,Step 2: It has 6 faces.,,6,60,spatial_rule,type=cube_faces;result=6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6."
ADAPT_G6-8_BANK_400,6,G6_Q82,SR,B1,5,grid_move,A point moves 5 steps right and 4 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+5;dy=+4;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,6,G6_Q83,SR,B1,5,grid_move,A point moves 4 steps right and 2 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+4;dy=+2;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,6,G6_Q84,SR,B1,5,grid_move,A point moves 5 steps right and 2 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+5;dy=+2;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,6,G6_Q85,SR,B1,5,grid_move,A point moves 4 steps right and 1 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+4;dy=+1;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,6,G6_Q86,SR,B1,5,grid_move,A point moves 3 steps right and 4 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+3;dy=+4;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,6,G6_Q87,SR,B1,5,grid_move,A point moves 4 steps right and 3 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+4;dy=+3;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,6,G6_Q88,SR,B2,8,rotation_2step_word,A shape is rotated 90° clockwise and then 180° clockwise. What is the total rotation?,180°,270°,360°,90°,B,Step 1: Add the rotations: 90° + 180°.,Step 2: Total rotation = 270°.,,270°,90,spatial_rule,type=rotation;total_degrees=270;result=270,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 270°."
ADAPT_G6-8_BANK_400,6,G6_Q89,SR,B2,8,net_faces_missing,"A cube net has 6 squares. If one square is missing, how many faces can the folded shape have at most?",4,5,6,7,B,Step 1: A cube needs 6 faces.,"Step 2: With one square missing, there are only 5 squares.",,5,90,spatial_rule,type=net_faces;available_squares=5;result=5,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 5."
ADAPT_G6-8_BANK_400,6,G6_Q90,DI,A1,1,table_lookup,"Table: Apples=20, Bananas=12, Mangoes=20. How many Mangoes are there?",19,20,22,25,B,Step 1: Read the value for the item in the table.,Step 2: Mangoes = 20.,,20,45,table_lookup,Apples=20;Bananas=12;Mangoes=20;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,6,G6_Q91,DI,A1,1,table_lookup,"Table: Bananas=14, Mangoes=16, Pens=20. How many Pens are there?",20,25,22,19,A,Step 1: Read the value for the item in the table.,Step 2: Pens = 20.,,20,45,table_lookup,Bananas=14;Mangoes=16;Pens=20;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,6,G6_Q92,DI,A1,1,table_lookup,"Table: Oranges=12, Pens=8, Books=11. How many Pens are there?",10,13,7,8,D,Step 1: Read the value for the item in the table.,Step 2: Pens = 8.,,8,45,table_lookup,Oranges=12;Pens=8;Books=11;result=8,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 8."
